N° medida;Fecha;Voltaje Shunt;Voltaje Bus;Voltaje total;Corriente;Potencia;Memoria Libre; Memoria Usada;Memoria Total;Proceso Node
340;2020-12-02 08:48:24.422;h;h;h;h;h;618296;330008;948304;No Activo
341;2020-12-02 08:48:24.655;h;h;h;h;h;618532;329772;948304;No Activo
342;2020-12-02 08:48:24.888;h;h;h;h;h;618564;329740;948304;No Activo
343;2020-12-02 08:48:25.122;h;h;h;h;h;618532;329772;948304;No Activo
344;2020-12-02 08:48:25.386;h;h;h;h;h;618532;329772;948304;No Activo
345;2020-12-02 08:48:25.647;h;h;h;h;h;618816;329488;948304;No Activo
346;2020-12-02 08:48:25.881;h;h;h;h;h;618548;329756;948304;No Activo
347;2020-12-02 08:48:26.115;h;h;h;h;h;618784;329520;948304;No Activo
348;2020-12-02 08:48:26.349;h;h;h;h;h;618784;329520;948304;No Activo
349;2020-12-02 08:48:26.609;h;h;h;h;h;618784;329520;948304;No Activo
350;2020-12-02 08:48:26.870;h;h;h;h;h;618784;329520;948304;No Activo
351;2020-12-02 08:48:27.104;h;h;h;h;h;618784;329520;948304;No Activo
352;2020-12-02 08:48:27.338;h;h;h;h;h;618784;329520;948304;No Activo
353;2020-12-02 08:48:27.570;h;h;h;h;h;618816;329488;948304;No Activo
354;2020-12-02 08:48:27.827;h;h;h;h;h;618532;329772;948304;No Activo
355;2020-12-02 08:48:28.087;h;h;h;h;h;618556;329748;948304;No Activo
356;2020-12-02 08:48:28.321;h;h;h;h;h;618556;329748;948304;No Activo
357;2020-12-02 08:48:28.553;h;h;h;h;h;618540;329764;948304;No Activo
358;2020-12-02 08:48:28.785;h;h;h;h;h;617760;330544;948304;No Activo
359;2020-12-02 08:48:29.042;h;h;h;h;h;617792;330512;948304;No Activo
360;2020-12-02 08:48:29.299;h;h;h;h;h;618336;329968;948304;No Activo
361;2020-12-02 08:48:29.531;h;h;h;h;h;618792;329512;948304;No Activo
362;2020-12-02 08:48:29.762;h;h;h;h;h;618304;330000;948304;No Activo
363;2020-12-02 08:48:29.994;h;h;h;h;h;618288;330016;948304;No Activo
364;2020-12-02 08:48:30.251;h;h;h;h;h;618288;330016;948304;No Activo
365;2020-12-02 08:48:30.508;h;h;h;h;h;618556;329748;948304;No Activo
366;2020-12-02 08:48:30.741;h;h;h;h;h;618304;330000;948304;No Activo
367;2020-12-02 08:48:30.976;h;h;h;h;h;618336;329968;948304;No Activo
368;2020-12-02 08:48:31.209;h;h;h;h;h;618360;329944;948304;No Activo
369;2020-12-02 08:48:31.469;h;h;h;h;h;618304;330000;948304;No Activo
370;2020-12-02 08:48:31.729;h;h;h;h;h;618580;329724;948304;No Activo
371;2020-12-02 08:48:31.962;h;h;h;h;h;618816;329488;948304;No Activo
372;2020-12-02 08:48:32.196;h;h;h;h;h;618816;329488;948304;No Activo
373;2020-12-02 08:48:32.429;h;h;h;h;h;618572;329732;948304;No Activo
374;2020-12-02 08:48:32.686;h;h;h;h;h;618808;329496;948304;No Activo
375;2020-12-02 08:48:32.947;h;h;h;h;h;618808;329496;948304;No Activo
376;2020-12-02 08:48:33.182;h;h;h;h;h;618808;329496;948304;No Activo
377;2020-12-02 08:48:33.415;h;h;h;h;h;618808;329496;948304;No Activo
378;2020-12-02 08:48:33.648;h;h;h;h;h;618556;329748;948304;No Activo
379;2020-12-02 08:48:33.908;h;h;h;h;h;618548;329756;948304;No Activo
380;2020-12-02 08:48:34.169;h;h;h;h;h;618556;329748;948304;No Activo
381;2020-12-02 08:48:34.403;h;h;h;h;h;618540;329764;948304;No Activo
382;2020-12-02 08:48:34.637;h;h;h;h;h;618556;329748;948304;No Activo
383;2020-12-02 08:48:34.871;h;h;h;h;h;618588;329716;948304;No Activo
384;2020-12-02 08:48:35.130;h;h;h;h;h;618564;329740;948304;No Activo
385;2020-12-02 08:48:35.390;h;h;h;h;h;618540;329764;948304;No Activo
386;2020-12-02 08:48:35.623;h;h;h;h;h;618824;329480;948304;No Activo
387;2020-12-02 08:48:35.857;h;h;h;h;h;618572;329732;948304;No Activo
388;2020-12-02 08:48:36.091;h;h;h;h;h;618540;329764;948304;No Activo
389;2020-12-02 08:48:36.351;h;h;h;h;h;618540;329764;948304;No Activo
390;2020-12-02 08:48:36.614;h;h;h;h;h;618564;329740;948304;No Activo
391;2020-12-02 08:48:36.847;h;h;h;h;h;618580;329724;948304;No Activo
392;2020-12-02 08:48:37.081;h;h;h;h;h;618580;329724;948304;No Activo
393;2020-12-02 08:48:37.314;h;h;h;h;h;618808;329496;948304;No Activo
394;2020-12-02 08:48:37.572;h;h;h;h;h;618792;329512;948304;No Activo
395;2020-12-02 08:48:37.831;h;h;h;h;h;618556;329748;948304;No Activo
396;2020-12-02 08:48:38.065;h;h;h;h;h;618548;329756;948304;No Activo
397;2020-12-02 08:48:38.299;h;h;h;h;h;618564;329740;948304;No Activo
398;2020-12-02 08:48:38.533;h;h;h;h;h;618548;329756;948304;No Activo
399;2020-12-02 08:48:38.792;h;h;h;h;h;618824;329480;948304;No Activo
400;2020-12-02 08:48:39.025;h;h;h;h;h;618840;329464;948304;No Activo
401;2020-12-02 08:48:39.258;h;h;h;h;h;618588;329716;948304;No Activo
402;2020-12-02 08:48:39.491;h;h;h;h;h;618580;329724;948304;No Activo
403;2020-12-02 08:48:39.751;h;h;h;h;h;618328;329976;948304;No Activo
404;2020-12-02 08:48:39.984;h;h;h;h;h;618352;329952;948304;No Activo
405;2020-12-02 08:48:40.217;h;h;h;h;h;618604;329700;948304;No Activo
406;2020-12-02 08:48:40.450;h;h;h;h;h;618604;329700;948304;No Activo
407;2020-12-02 08:48:40.712;h;h;h;h;h;618328;329976;948304;No Activo
408;2020-12-02 08:48:40.946;h;h;h;h;h;618328;329976;948304;No Activo
409;2020-12-02 08:48:41.179;h;h;h;h;h;618604;329700;948304;No Activo
410;2020-12-02 08:48:41.413;h;h;h;h;h;618556;329748;948304;No Activo
411;2020-12-02 08:48:41.673;h;h;h;h;h;618556;329748;948304;No Activo
412;2020-12-02 08:48:41.907;h;h;h;h;h;618304;330000;948304;No Activo
413;2020-12-02 08:48:42.141;h;h;h;h;h;618304;330000;948304;No Activo
414;2020-12-02 08:48:42.374;h;h;h;h;h;618580;329724;948304;No Activo
415;2020-12-02 08:48:42.632;h;h;h;h;h;618564;329740;948304;No Activo
416;2020-12-02 08:48:42.889;h;h;h;h;h;618312;329992;948304;No Activo
417;2020-12-02 08:48:43.123;h;h;h;h;h;618328;329976;948304;No Activo
418;2020-12-02 08:48:43.357;h;h;h;h;h;618312;329992;948304;No Activo
419;2020-12-02 08:48:43.591;h;h;h;h;h;618312;329992;948304;No Activo
420;2020-12-02 08:48:43.850;h;h;h;h;h;618328;329976;948304;No Activo
421;2020-12-02 08:48:44.084;h;h;h;h;h;618336;329968;948304;No Activo
422;2020-12-02 08:48:44.318;h;h;h;h;h;618328;329976;948304;No Activo
423;2020-12-02 08:48:44.552;h;h;h;h;h;618312;329992;948304;No Activo
424;2020-12-02 08:48:44.813;h;h;h;h;h;618344;329960;948304;No Activo
425;2020-12-02 08:48:45.071;h;h;h;h;h;618312;329992;948304;No Activo
426;2020-12-02 08:48:45.304;h;h;h;h;h;618344;329960;948304;No Activo
427;2020-12-02 08:48:45.537;h;h;h;h;h;618596;329708;948304;No Activo
428;2020-12-02 08:48:45.771;h;h;h;h;h;618564;329740;948304;No Activo
429;2020-12-02 08:48:46.030;h;h;h;h;h;618816;329488;948304;No Activo
430;2020-12-02 08:48:46.292;h;h;h;h;h;618832;329472;948304;No Activo
431;2020-12-02 08:48:46.525;h;h;h;h;h;618840;329464;948304;No Activo
432;2020-12-02 08:48:46.760;h;h;h;h;h;619116;329188;948304;No Activo
433;2020-12-02 08:48:46.992;h;h;h;h;h;619100;329204;948304;No Activo
434;2020-12-02 08:48:47.250;h;h;h;h;h;619268;329036;948304;No Activo
435;2020-12-02 08:48:47.513;h;h;h;h;h;619320;328984;948304;No Activo
436;2020-12-02 08:48:47.745;h;h;h;h;h;619100;329204;948304;No Activo
437;2020-12-02 08:48:47.978;h;h;h;h;h;619100;329204;948304;No Activo
438;2020-12-02 08:48:48.212;h;h;h;h;h;619068;329236;948304;No Activo
439;2020-12-02 08:48:48.474;h;h;h;h;h;619068;329236;948304;No Activo
440;2020-12-02 08:48:48.736;h;h;h;h;h;619076;329228;948304;No Activo
441;2020-12-02 08:48:48.970;h;h;h;h;h;619084;329220;948304;No Activo
442;2020-12-02 08:48:49.206;h;h;h;h;h;619084;329220;948304;No Activo
443;2020-12-02 08:48:49.440;h;h;h;h;h;619060;329244;948304;No Activo
444;2020-12-02 08:48:49.701;h;h;h;h;h;619092;329212;948304;No Activo
445;2020-12-02 08:48:49.959;h;h;h;h;h;619076;329228;948304;No Activo
446;2020-12-02 08:48:50.193;h;h;h;h;h;618840;329464;948304;No Activo
447;2020-12-02 08:48:50.426;h;h;h;h;h;618824;329480;948304;No Activo
448;2020-12-02 08:48:50.661;h;h;h;h;h;618824;329480;948304;No Activo
449;2020-12-02 08:48:50.922;h;h;h;h;h;618856;329448;948304;No Activo
450;2020-12-02 08:48:51.180;h;h;h;h;h;618824;329480;948304;No Activo
451;2020-12-02 08:48:51.414;h;h;h;h;h;618872;329432;948304;No Activo
452;2020-12-02 08:48:51.646;h;h;h;h;h;618352;329952;948304;No Activo
453;2020-12-02 08:48:51.878;h;h;h;h;h;618352;329952;948304;No Activo
454;2020-12-02 08:48:52.134;h;h;h;h;h;618572;329732;948304;No Activo
455;2020-12-02 08:48:52.397;h;h;h;h;h;618864;329440;948304;No Activo
456;2020-12-02 08:48:52.654;h;h;h;h;h;618824;329480;948304;No Activo
457;2020-12-02 08:48:52.914;h;h;h;h;h;618816;329488;948304;No Activo
458;2020-12-02 08:48:53.148;h;h;h;h;h;618572;329732;948304;No Activo
459;2020-12-02 08:48:53.382;h;h;h;h;h;618588;329716;948304;No Activo
460;2020-12-02 08:48:53.615;h;h;h;h;h;618572;329732;948304;No Activo
461;2020-12-02 08:48:53.876;h;h;h;h;h;618588;329716;948304;No Activo
462;2020-12-02 08:48:54.110;h;h;h;h;h;618572;329732;948304;No Activo
463;2020-12-02 08:48:54.345;h;h;h;h;h;618572;329732;948304;No Activo
464;2020-12-02 08:48:54.578;h;h;h;h;h;618588;329716;948304;No Activo
465;2020-12-02 08:48:54.837;h;h;h;h;h;618580;329724;948304;No Activo
466;2020-12-02 08:48:55.098;h;h;h;h;h;618832;329472;948304;No Activo
467;2020-12-02 08:48:55.333;h;h;h;h;h;618596;329708;948304;No Activo
468;2020-12-02 08:48:55.565;h;h;h;h;h;618612;329692;948304;No Activo
469;2020-12-02 08:48:55.800;h;h;h;h;h;618612;329692;948304;No Activo
470;2020-12-02 08:48:56.059;h;h;h;h;h;618580;329724;948304;No Activo
471;2020-12-02 08:48:56.322;h;h;h;h;h;618596;329708;948304;No Activo
472;2020-12-02 08:48:56.556;h;h;h;h;h;618580;329724;948304;No Activo
473;2020-12-02 08:48:56.788;h;h;h;h;h;618572;329732;948304;No Activo
474;2020-12-02 08:48:57.022;h;h;h;h;h;618564;329740;948304;No Activo
475;2020-12-02 08:48:57.279;h;h;h;h;h;618808;329496;948304;No Activo
476;2020-12-02 08:48:57.537;h;h;h;h;h;619084;329220;948304;No Activo
477;2020-12-02 08:48:57.771;h;h;h;h;h;618352;329952;948304;No Activo
478;2020-12-02 08:48:58.003;h;h;h;h;h;618320;329984;948304;No Activo
479;2020-12-02 08:48:58.235;h;h;h;h;h;618360;329944;948304;No Activo
480;2020-12-02 08:48:58.492;h;h;h;h;h;618612;329692;948304;No Activo
481;2020-12-02 08:48:58.751;h;h;h;h;h;618572;329732;948304;No Activo
482;2020-12-02 08:48:58.983;h;h;h;h;h;618228;330076;948304;No Activo
483;2020-12-02 08:48:59.215;h;h;h;h;h;618512;329792;948304;No Activo
484;2020-12-02 08:48:59.447;h;h;h;h;h;618580;329724;948304;No Activo
485;2020-12-02 08:48:59.704;h;h;h;h;h;618596;329708;948304;No Activo
486;2020-12-02 08:48:59.963;h;h;h;h;h;618076;330228;948304;No Activo
487;2020-12-02 08:49:00.195;h;h;h;h;h;618328;329976;948304;No Activo
488;2020-12-02 08:49:00.427;h;h;h;h;h;618580;329724;948304;No Activo
489;2020-12-02 08:49:00.659;h;h;h;h;h;618328;329976;948304;No Activo
490;2020-12-02 08:49:00.917;h;h;h;h;h;618612;329692;948304;No Activo
491;2020-12-02 08:49:01.179;h;h;h;h;h;618856;329448;948304;No Activo
492;2020-12-02 08:49:01.412;h;h;h;h;h;618848;329456;948304;No Activo
493;2020-12-02 08:49:01.645;h;h;h;h;h;618848;329456;948304;No Activo
494;2020-12-02 08:49:01.879;h;h;h;h;h;618888;329416;948304;No Activo
495;2020-12-02 08:49:02.140;h;h;h;h;h;618856;329448;948304;No Activo
496;2020-12-02 08:49:02.402;h;h;h;h;h;618856;329448;948304;No Activo
497;2020-12-02 08:49:02.636;h;h;h;h;h;618880;329424;948304;No Activo
498;2020-12-02 08:49:02.874;h;h;h;h;h;618896;329408;948304;No Activo
499;2020-12-02 08:49:03.106;h;h;h;h;h;618628;329676;948304;No Activo
500;2020-12-02 08:49:03.366;h;h;h;h;h;618840;329464;948304;No Activo
501;2020-12-02 08:49:03.626;h;h;h;h;h;618856;329448;948304;No Activo
502;2020-12-02 08:49:03.860;h;h;h;h;h;618856;329448;948304;No Activo
503;2020-12-02 08:49:04.093;h;h;h;h;h;618880;329424;948304;No Activo
504;2020-12-02 08:49:04.327;h;h;h;h;h;618612;329692;948304;No Activo
505;2020-12-02 08:49:04.588;h;h;h;h;h;618596;329708;948304;No Activo
506;2020-12-02 08:49:04.850;h;h;h;h;h;618620;329684;948304;No Activo
507;2020-12-02 08:49:05.083;h;h;h;h;h;618652;329652;948304;No Activo
508;2020-12-02 08:49:05.315;h;h;h;h;h;618620;329684;948304;No Activo
509;2020-12-02 08:49:05.550;h;h;h;h;h;618628;329676;948304;No Activo
510;2020-12-02 08:49:05.807;h;h;h;h;h;618604;329700;948304;No Activo
511;2020-12-02 08:49:06.065;h;h;h;h;h;618856;329448;948304;No Activo
512;2020-12-02 08:49:06.298;h;h;h;h;h;618880;329424;948304;No Activo
513;2020-12-02 08:49:06.532;h;h;h;h;h;618612;329692;948304;No Activo
514;2020-12-02 08:49:06.765;h;h;h;h;h;618596;329708;948304;No Activo
515;2020-12-02 08:49:07.025;h;h;h;h;h;618368;329936;948304;No Activo
516;2020-12-02 08:49:07.283;h;h;h;h;h;618368;329936;948304;No Activo
517;2020-12-02 08:49:07.516;h;h;h;h;h;618376;329928;948304;No Activo
518;2020-12-02 08:49:07.751;h;h;h;h;h;618644;329660;948304;No Activo
519;2020-12-02 08:49:07.983;h;h;h;h;h;618636;329668;948304;No Activo
520;2020-12-02 08:49:08.240;h;h;h;h;h;618856;329448;948304;No Activo
521;2020-12-02 08:49:08.498;h;h;h;h;h;619116;329188;948304;No Activo
522;2020-12-02 08:49:08.730;h;h;h;h;h;618644;329660;948304;No Activo
523;2020-12-02 08:49:08.964;h;h;h;h;h;618620;329684;948304;No Activo
524;2020-12-02 08:49:09.198;h;h;h;h;h;618636;329668;948304;No Activo
525;2020-12-02 08:49:09.457;h;h;h;h;h;618400;329904;948304;No Activo
526;2020-12-02 08:49:09.715;h;h;h;h;h;618368;329936;948304;No Activo
527;2020-12-02 08:49:09.975;h;h;h;h;h;618620;329684;948304;No Activo
528;2020-12-02 08:49:10.209;h;h;h;h;h;618636;329668;948304;No Activo
529;2020-12-02 08:49:10.442;h;h;h;h;h;618612;329692;948304;No Activo
530;2020-12-02 08:49:10.676;h;h;h;h;h;618620;329684;948304;No Activo
531;2020-12-02 08:49:10.937;h;h;h;h;h;618644;329660;948304;No Activo
532;2020-12-02 08:49:11.200;h;h;h;h;h;618612;329692;948304;No Activo
533;2020-12-02 08:49:11.433;h;h;h;h;h;618652;329652;948304;No Activo
534;2020-12-02 08:49:11.665;h;h;h;h;h;618652;329652;948304;No Activo
535;2020-12-02 08:49:11.899;h;h;h;h;h;618660;329644;948304;No Activo
536;2020-12-02 08:49:12.158;h;h;h;h;h;618620;329684;948304;No Activo
537;2020-12-02 08:49:12.421;h;h;h;h;h;618636;329668;948304;No Activo
538;2020-12-02 08:49:12.655;h;h;h;h;h;618620;329684;948304;No Activo
539;2020-12-02 08:49:12.888;h;h;h;h;h;618612;329692;948304;No Activo
540;2020-12-02 08:49:13.121;h;h;h;h;h;618620;329684;948304;No Activo
541;2020-12-02 08:49:13.387;h;h;h;h;h;618888;329416;948304;No Activo
542;2020-12-02 08:49:13.645;h;h;h;h;h;618888;329416;948304;No Activo
543;2020-12-02 08:49:13.876;h;h;h;h;h;618872;329432;948304;No Activo
544;2020-12-02 08:49:14.108;h;h;h;h;h;618620;329684;948304;No Activo
545;2020-12-02 08:49:14.340;h;h;h;h;h;618636;329668;948304;No Activo
546;2020-12-02 08:49:14.598;h;h;h;h;h;618632;329672;948304;No Activo
547;2020-12-02 08:49:14.855;h;h;h;h;h;618372;329932;948304;No Activo
548;2020-12-02 08:49:15.087;h;h;h;h;h;618632;329672;948304;No Activo
549;2020-12-02 08:49:15.319;h;h;h;h;h;618624;329680;948304;No Activo
550;2020-12-02 08:49:15.551;h;h;h;h;h;618892;329412;948304;No Activo
551;2020-12-02 08:49:15.808;h;h;h;h;h;618372;329932;948304;No Activo
552;2020-12-02 08:49:16.069;h;h;h;h;h;618396;329908;948304;No Activo
553;2020-12-02 08:49:16.303;h;h;h;h;h;618380;329924;948304;No Activo
554;2020-12-02 08:49:16.535;h;h;h;h;h;618664;329640;948304;No Activo
555;2020-12-02 08:49:16.770;h;h;h;h;h;618664;329640;948304;No Activo
556;2020-12-02 08:49:17.029;h;h;h;h;h;618632;329672;948304;No Activo
557;2020-12-02 08:49:17.290;h;h;h;h;h;618672;329632;948304;No Activo
558;2020-12-02 08:49:17.525;h;h;h;h;h;618632;329672;948304;No Activo
559;2020-12-02 08:49:17.758;h;h;h;h;h;618696;329608;948304;No Activo
560;2020-12-02 08:49:17.991;h;h;h;h;h;618436;329868;948304;No Activo
561;2020-12-02 08:49:18.250;h;h;h;h;h;618640;329664;948304;No Activo
562;2020-12-02 08:49:18.513;h;h;h;h;h;618648;329656;948304;No Activo
563;2020-12-02 08:49:18.746;h;h;h;h;h;618648;329656;948304;No Activo
564;2020-12-02 08:49:18.980;h;h;h;h;h;618648;329656;948304;No Activo
565;2020-12-02 08:49:19.215;h;h;h;h;h;618656;329648;948304;No Activo
566;2020-12-02 08:49:19.476;h;h;h;h;h;618656;329648;948304;No Activo
567;2020-12-02 08:49:19.735;h;h;h;h;h;618648;329656;948304;No Activo
568;2020-12-02 08:49:19.968;h;h;h;h;h;618664;329640;948304;No Activo
569;2020-12-02 08:49:20.201;h;h;h;h;h;618632;329672;948304;No Activo
570;2020-12-02 08:49:20.436;h;h;h;h;h;618632;329672;948304;No Activo
571;2020-12-02 08:49:20.697;h;h;h;h;h;618380;329924;948304;No Activo
572;2020-12-02 08:49:20.931;h;h;h;h;h;618648;329656;948304;No Activo
573;2020-12-02 08:49:21.165;h;h;h;h;h;618648;329656;948304;No Activo
574;2020-12-02 08:49:21.399;h;h;h;h;h;618632;329672;948304;No Activo
575;2020-12-02 08:49:21.657;h;h;h;h;h;618388;329916;948304;No Activo
576;2020-12-02 08:49:21.891;h;h;h;h;h;618388;329916;948304;No Activo
577;2020-12-02 08:49:22.126;h;h;h;h;h;618404;329900;948304;No Activo
578;2020-12-02 08:49:22.360;h;h;h;h;h;618420;329884;948304;No Activo
579;2020-12-02 08:49:22.618;h;h;h;h;h;618388;329916;948304;No Activo
580;2020-12-02 08:49:22.880;h;h;h;h;h;618388;329916;948304;No Activo
581;2020-12-02 08:49:23.142;h;h;h;h;h;618388;329916;948304;No Activo
582;2020-12-02 08:49:23.376;h;h;h;h;h;618404;329900;948304;No Activo
583;2020-12-02 08:49:23.609;h;h;h;h;h;618420;329884;948304;No Activo
584;2020-12-02 08:49:23.842;h;h;h;h;h;618640;329664;948304;No Activo
585;2020-12-02 08:49:24.102;h;h;h;h;h;618640;329664;948304;No Activo
586;2020-12-02 08:49:24.361;h;h;h;h;h;618640;329664;948304;No Activo
587;2020-12-02 08:49:24.593;h;h;h;h;h;618924;329380;948304;No Activo
588;2020-12-02 08:49:24.826;h;h;h;h;h;618948;329356;948304;No Activo
589;2020-12-02 08:49:25.060;h;h;h;h;h;618696;329608;948304;No Activo
590;2020-12-02 08:49:25.319;h;h;h;h;h;618388;329916;948304;No Activo
591;2020-12-02 08:49:25.578;h;h;h;h;h;618120;330184;948304;No Activo
592;2020-12-02 08:49:25.812;h;h;h;h;h;618120;330184;948304;No Activo
593;2020-12-02 08:49:26.046;h;h;h;h;h;618356;329948;948304;No Activo
594;2020-12-02 08:49:26.280;h;h;h;h;h;618364;329940;948304;No Activo
595;2020-12-02 08:49:26.542;h;h;h;h;h;618396;329908;948304;No Activo
596;2020-12-02 08:49:26.802;h;h;h;h;h;618604;329700;948304;No Activo
597;2020-12-02 08:49:27.034;h;h;h;h;h;618396;329908;948304;No Activo
598;2020-12-02 08:49:27.266;h;h;h;h;h;618656;329648;948304;No Activo
599;2020-12-02 08:49:27.498;h;h;h;h;h;619076;329228;948304;No Activo
600;2020-12-02 08:49:27.756;h;h;h;h;h;619060;329244;948304;No Activo
601;2020-12-02 08:49:28.015;h;h;h;h;h;618840;329464;948304;No Activo
602;2020-12-02 08:49:28.247;h;h;h;h;h;618892;329412;948304;No Activo
603;2020-12-02 08:49:28.479;h;h;h;h;h;618876;329428;948304;No Activo
604;2020-12-02 08:49:28.711;h;h;h;h;h;618892;329412;948304;No Activo
605;2020-12-02 08:49:28.968;h;h;h;h;h;619152;329152;948304;No Activo
606;2020-12-02 08:49:29.229;h;h;h;h;h;619144;329160;948304;No Activo
607;2020-12-02 08:49:29.464;h;h;h;h;h;618900;329404;948304;No Activo
608;2020-12-02 08:49:29.697;h;h;h;h;h;618428;329876;948304;No Activo
609;2020-12-02 08:49:29.929;h;h;h;h;h;618420;329884;948304;No Activo
610;2020-12-02 08:49:30.191;h;h;h;h;h;618648;329656;948304;No Activo
611;2020-12-02 08:49:30.451;h;h;h;h;h;618396;329908;948304;No Activo
612;2020-12-02 08:49:30.684;h;h;h;h;h;618680;329624;948304;No Activo
613;2020-12-02 08:49:30.917;h;h;h;h;h;618420;329884;948304;No Activo
614;2020-12-02 08:49:31.150;h;h;h;h;h;618436;329868;948304;No Activo
615;2020-12-02 08:49:31.410;h;h;h;h;h;618412;329892;948304;No Activo
616;2020-12-02 08:49:31.669;h;h;h;h;h;618420;329884;948304;No Activo
617;2020-12-02 08:49:31.903;h;h;h;h;h;618672;329632;948304;No Activo
618;2020-12-02 08:49:32.142;h;h;h;h;h;618672;329632;948304;No Activo
619;2020-12-02 08:49:32.375;h;h;h;h;h;618436;329868;948304;No Activo
620;2020-12-02 08:49:32.636;h;h;h;h;h;618404;329900;948304;No Activo
621;2020-12-02 08:49:32.897;h;h;h;h;h;618656;329648;948304;No Activo
622;2020-12-02 08:49:33.131;h;h;h;h;h;618656;329648;948304;No Activo
623;2020-12-02 08:49:33.365;h;h;h;h;h;618656;329648;948304;No Activo
624;2020-12-02 08:49:33.599;h;h;h;h;h;618452;329852;948304;No Activo
625;2020-12-02 08:49:33.857;h;h;h;h;h;618176;330128;948304;No Activo
626;2020-12-02 08:49:34.117;h;h;h;h;h;618404;329900;948304;No Activo
627;2020-12-02 08:49:34.351;h;h;h;h;h;618404;329900;948304;No Activo
628;2020-12-02 08:49:34.584;h;h;h;h;h;618436;329868;948304;No Activo
629;2020-12-02 08:49:34.817;h;h;h;h;h;618604;329700;948304;No Activo
630;2020-12-02 08:49:35.081;h;h;h;h;h;618404;329900;948304;No Activo
631;2020-12-02 08:49:35.314;h;h;h;h;h;618672;329632;948304;No Activo
632;2020-12-02 08:49:35.547;h;h;h;h;h;618688;329616;948304;No Activo
633;2020-12-02 08:49:35.781;h;h;h;h;h;618664;329640;948304;No Activo
634;2020-12-02 08:49:36.041;h;h;h;h;h;618412;329892;948304;No Activo
635;2020-12-02 08:49:36.275;h;h;h;h;h;618380;329924;948304;No Activo
636;2020-12-02 08:49:36.508;h;h;h;h;h;618428;329876;948304;No Activo
637;2020-12-02 08:49:36.742;h;h;h;h;h;618420;329884;948304;No Activo
638;2020-12-02 08:49:36.999;h;h;h;h;h;618404;329900;948304;No Activo
639;2020-12-02 08:49:37.234;h;h;h;h;h;618404;329900;948304;No Activo
640;2020-12-02 08:49:37.469;h;h;h;h;h;618436;329868;948304;No Activo
641;2020-12-02 08:49:37.703;h;h;h;h;h;618404;329900;948304;No Activo
642;2020-12-02 08:49:37.962;h;h;h;h;h;618404;329900;948304;No Activo
643;2020-12-02 08:49:38.222;h;h;h;h;h;618404;329900;948304;No Activo
644;2020-12-02 08:49:38.456;h;h;h;h;h;618152;330152;948304;No Activo
645;2020-12-02 08:49:38.689;h;h;h;h;h;618176;330128;948304;No Activo
646;2020-12-02 08:49:38.922;h;h;h;h;h;618160;330144;948304;No Activo
647;2020-12-02 08:49:39.183;h;h;h;h;h;618412;329892;948304;No Activo
648;2020-12-02 08:49:39.444;h;h;h;h;h;618412;329892;948304;No Activo
649;2020-12-02 08:49:39.678;h;h;h;h;h;618412;329892;948304;No Activo
650;2020-12-02 08:49:39.912;h;h;h;h;h;618412;329892;948304;No Activo
651;2020-12-02 08:49:40.145;h;h;h;h;h;618412;329892;948304;No Activo
652;2020-12-02 08:49:40.406;h;h;h;h;h;618412;329892;948304;No Activo
